captured_at,story_id,rank,title,score,comments
2026-06-09T10:46:28.050967+00:00,48448012,40,Massachusetts bans sale of precise location data in new privacy rights bill,335,50
2026-06-09T10:46:28.050967+00:00,48454210,41,Federal judge blocks H1B visa $100K fee,157,280
2026-06-09T10:46:28.050967+00:00,48443258,42,"Replies to comments on my ""LLMs are eroding my career"" post",152,209
2026-06-09T10:46:28.050967+00:00,48448357,43,Thunderbird Littering My Home,79,50
2026-06-09T10:46:28.050967+00:00,48425166,44,Fooling Go's X.509 Certificate Verification,56,28
2026-06-09T10:46:28.050967+00:00,48447935,45,Stop the Apple Music app from launching,629,247
2026-06-09T10:46:28.050967+00:00,48419769,46,Games Between Programs: The Ruliology of Competition,28,4
2026-06-09T10:46:28.050967+00:00,48450059,47,Switzerland wil have a referendum to cap population at 10M,289,633
2026-06-09T10:46:28.050967+00:00,48413067,48,Doing something that’s never been done before (2025),36,30
2026-06-09T10:46:28.050967+00:00,48394799,49,Zig Structs of Arrays (2024),123,46
2026-06-09T10:46:28.050967+00:00,48424545,50,Life is too short for a slow terminal,102,76
2026-06-09T18:34:52.978630+00:00,48463808,1,Claude Fable 5,767,495
2026-06-09T18:34:52.978630+00:00,48463024,2,Apple decided not to roll out Siri in EU after denied request for exemption,191,312
2026-06-09T18:34:52.978630+00:00,48463811,3,System Card: Claude Fable 5 and Claude Mythos 5 [pdf],176,56
2026-06-09T18:34:52.978630+00:00,48459294,4,Making Graphics Like it's 1993,557,92
2026-06-09T18:34:52.978630+00:00,48451966,5,A giant star may have destroyed itself in one of the rarest explosions,65,13
2026-06-09T18:34:52.978630+00:00,48457830,6,Microsoft's open source tools were hacked to steal passwords of AI developers,460,162
2026-06-09T18:34:52.978630+00:00,48464330,7,The LD_DEBUG environment variable (2012),12,0
2026-06-09T18:34:52.978630+00:00,48463273,8,Launch HN: Transload (YC P26) – Measuring freight items with CCTV,19,5
2026-06-09T18:34:52.978630+00:00,48463018,9,Biff.core: system composition for Clojure web apps,34,11
2026-06-09T18:34:52.978630+00:00,48464333,10,Where is the AI jobs crisis?,60,58
2026-06-09T18:34:52.978630+00:00,48460863,11,Is Grep All You Need? How Agent Harnesses Reshape Agentic Search,73,33
2026-06-09T18:34:52.978630+00:00,48462308,12,FCC wants to kill burner phones by forcing telecoms to get all customers' IDs,204,130
2026-06-09T18:34:52.978630+00:00,48421858,13,OpenCV 5 Is Here: The Biggest Leap in Years for Computer Vision,570,102
2026-06-09T18:34:52.978630+00:00,48462062,14,Can LLMs Beat Classical Hyperparameter Optimization Algorithms?,66,10
2026-06-09T18:34:52.978630+00:00,48453275,15,Let's Encrypt bans certificate usage in any US sanctioned territory [pdf],148,100
2026-06-09T18:34:52.978630+00:00,48459001,16,The iPhone's Last Stand?,125,164
2026-06-09T18:34:52.978630+00:00,48461311,17,Unified Controllable and Faithful Text-to-CAD Generation with LLMs,42,9
2026-06-09T18:34:52.978630+00:00,48435943,18,Show HN: GentleOS – A pair of hobby OSes for vintage 32-bit and 16-bit PCs,52,79
2026-06-09T18:34:52.978630+00:00,48459837,20,"Show HN: Gravity – interactive solar-system simulator, from Newton to Einstein",96,23
2026-06-09T18:34:52.978630+00:00,48427883,21,Rayforce,9,0
2026-06-09T18:34:52.978630+00:00,48458257,22,Forever Young: how one molecule can lock plants in a youthful state (2025),107,62
2026-06-09T18:34:52.978630+00:00,48459913,23,"Show HN: Learn from 30 historical figures, open source, nonprofit, self-hosted",14,7
2026-06-09T18:34:52.978630+00:00,48462184,24,Using Optical Aberrations to Distinguish Real Astronomical Transients,20,2
2026-06-09T18:34:52.978630+00:00,48402936,25,The Effective Sample Size,16,1
2026-06-09T18:34:52.978630+00:00,48440611,26,Painting the Internet: A Different Kind of Warhol Worm [pdf],6,0
2026-06-09T18:34:52.978630+00:00,48458586,27,Cleaning up after AI rockstar developers,374,273
2026-06-09T18:34:52.978630+00:00,48437743,28,Thi.ng – open-source building blocks for computational design and art,163,22
2026-06-09T18:34:52.978630+00:00,48462823,29,'Sloppenheimer:' Amazon Employees Mock the Company's AI on Slack,147,69
2026-06-09T18:34:52.978630+00:00,48436672,30,An introduction to functional analysis for science and engineering,100,13
2026-06-09T18:34:52.978630+00:00,48427629,31,Corrupting a ZFS File on Purpose,69,13
2026-06-09T18:34:52.978630+00:00,48455928,32,Job: Head of Stonehenge,219,206
2026-06-09T18:34:52.978630+00:00,48426956,33,Adopting the Parallel DWARF linker in dsymutil,23,6
2026-06-09T18:34:52.978630+00:00,48463755,34,Amazon employees ask Seattle to put the brakes on new data centers,14,0
2026-06-09T18:34:52.978630+00:00,48427526,35,The beauty and simplicity of the good old C-style void* in C++,57,120
2026-06-09T18:34:52.978630+00:00,48456245,36,Porting the ThinkPad X61 to Coreboot,157,49
2026-06-09T18:34:52.978630+00:00,48458636,37,Eagle Computer: The rise and fall of an early PC clone,51,9
2026-06-09T18:34:52.978630+00:00,48447111,38,Old'aVista – The most powerful guide to the old Internet,145,38
2026-06-09T18:34:52.978630+00:00,48433356,39,H2JVM – A Haskell Library for Writing JVM Bytecode,43,11
2026-06-09T18:34:52.978630+00:00,48464305,40,AI profitability is mathematically impossible,8,6
2026-06-09T18:34:52.978630+00:00,48462156,41,Solar Energy Saves Europeans $135M a Day,148,110
2026-06-09T18:34:52.978630+00:00,48450142,42,Apple reveals new AI architecture built around Google Gemini models,698,539
2026-06-09T18:34:52.978630+00:00,48462428,43,"Judge Learns Both Sides Used AI, Cancels Trial, Kicks Everyone Off the Case",37,4
2026-06-09T18:34:52.978630+00:00,48448313,44,Ask HN: Why hasn't there been a real competitor to Ticketmaster yet?,233,214
2026-06-09T18:34:52.978630+00:00,48465029,45,Anthropic Kept Every Promise It Could Afford,5,0
2026-06-09T18:34:52.978630+00:00,48446428,46,xAI is looking more like a datacentre REIT than a frontier lab,665,519
2026-06-09T18:34:52.978630+00:00,48445554,47,Show HN: Performative-UI – A react component library of design tropes,1110,198
2026-06-09T18:34:52.978630+00:00,48449084,48,Siri AI,655,662
2026-06-09T18:34:52.978630+00:00,48462093,49,"Even light drinking raises risk of cancer, heart disease, and early death",17,27
2026-06-09T18:34:52.978630+00:00,48447062,50,"EU-banned pesticides found in rice, tea and spices",497,275
2026-06-09T23:55:29.125212+00:00,48463808,1,Claude Fable 5,1652,1308
2026-06-09T23:55:29.125212+00:00,48467705,2,Upcoming breaking changes for NPM v12,126,38
2026-06-09T23:55:29.125212+00:00,48466277,3,Ultrafast machine learning on FPGAs via Kolmogorov-Arnold Networks,138,15
2026-06-09T23:55:29.125212+00:00,48467896,4,"If Claude Fable stops helping you, you'll never know",301,138
2026-06-09T23:55:29.125212+00:00,48459294,5,Making Graphics Like it's 1993,746,126
2026-06-09T23:55:29.125212+00:00,48466812,6,Grit: Rewriting Git in Rust with Agents,51,34
2026-06-09T23:55:29.125212+00:00,48468766,7,RIP software hackathons. Long live the hardware hackathon,11,2
2026-06-09T23:55:29.125212+00:00,48467759,8,Exif Smuggling,42,19
2026-06-09T23:55:29.125212+00:00,48465675,9,CEOs Who Think AI Replaces Their Employees Are Just Bad CEOs,353,142
2026-06-09T23:55:29.125212+00:00,48451966,10,A giant star may have destroyed itself in one of the rarest explosions,152,21
2026-06-09T23:55:29.125212+00:00,48459659,11,Test-case reducers are underappreciated debugging tools,74,9
2026-06-09T23:55:29.125212+00:00,48421858,12,OpenCV 5 Is Here: The Biggest Leap in Years for Computer Vision,676,119
2026-06-09T23:55:29.125212+00:00,48427423,13,"Show HN: Resonate – Low-latency, high-resolution spectral analysis",12,8
2026-06-09T23:55:29.125212+00:00,48453275,14,Let's Encrypt bans certificate usage in any US sanctioned territory [pdf],298,237
2026-06-09T23:55:29.125212+00:00,48445834,15,Lies We Tell Ourselves About Email Addresses,11,2
2026-06-09T23:55:29.125212+00:00,48456048,16,Flat Datacenter Networks at Scale at Amazon,79,15
2026-06-09T23:55:29.125212+00:00,48464330,17,The LD_DEBUG environment variable (2012),52,1
2026-06-09T23:55:29.125212+00:00,48463024,18,Apple decided not to roll out Siri in EU after denied request for exemption,342,574
2026-06-09T23:55:29.125212+00:00,48462308,19,FCC wants to kill burner phones by forcing telecoms to get all customers' IDs,415,262
2026-06-09T23:55:29.125212+00:00,48467712,20,"Company Will Add Phone, AirPod, and Smartwatch Trackers to ALPRs",74,22
2026-06-09T23:55:29.125212+00:00,48463273,21,Launch HN: Transload (YC P26) – Measuring freight items with CCTV,31,10
2026-06-09T23:55:29.125212+00:00,48463018,22,Biff.core: system composition for Clojure web apps,99,21
2026-06-09T23:55:29.125212+00:00,48460863,23,Is Grep All You Need? How Agent Harnesses Reshape Agentic Search,112,52
2026-06-09T23:55:29.125212+00:00,48459837,24,"Show HN: Gravity – interactive solar-system simulator, from Newton to Einstein",138,34
2026-06-09T23:55:29.125212+00:00,48459001,25,The iPhone's Last Stand?,163,201
2026-06-09T23:55:29.125212+00:00,48444758,26,"Blaise v0.10.0: Native Back End, Threads and Incremental Compilation",15,1
2026-06-09T23:55:29.125212+00:00,48465702,28,Ask HN: Are you still using a Vision Pro?,116,142
2026-06-09T23:55:29.125212+00:00,48468789,29,AI misidentification results in wrongful arrest; man seeks justice,25,6
2026-06-09T23:55:29.125212+00:00,48435943,30,Show HN: GentleOS – A pair of hobby OSes for vintage 32-bit and 16-bit PCs,87,88
2026-06-09T23:55:29.125212+00:00,48467570,31,Alpine Linux 3.24.0 Released,109,19
2026-06-09T23:55:29.125212+00:00,48462062,32,Can LLMs Beat Classical Hyperparameter Optimization Algorithms?,95,15
2026-06-09T23:55:29.125212+00:00,48464333,33,Where is the AI jobs crisis?,132,200
2026-06-09T23:55:29.125212+00:00,48457830,34,Microsoft's open source tools were hacked to steal passwords of AI developers,523,177
2026-06-09T23:55:29.125212+00:00,48464140,35,What it feels like to work with Mythos,145,144
2026-06-09T23:55:29.125212+00:00,48458257,36,Forever Young: how one molecule can lock plants in a youthful state (2025),121,67
2026-06-09T23:55:29.125212+00:00,48461311,37,Unified Controllable and Faithful Text-to-CAD Generation with LLMs,58,19
2026-06-09T23:55:29.125212+00:00,48397148,38,Show HN: Cost.dev (YC W21) – making agents cost-aware and cheaper to call,46,24
2026-06-09T23:55:29.125212+00:00,48437743,39,Thi.ng – open-source building blocks for computational design and art,179,35
2026-06-09T23:55:29.125212+00:00,48469241,40,ServiceNow discloses security incident exposing customer data,6,0
2026-06-09T23:55:29.125212+00:00,48458586,41,Cleaning up after AI rockstar developers,438,320
2026-06-09T23:55:29.125212+00:00,48455928,42,Job: Head of Stonehenge,223,210
2026-06-09T23:55:29.125212+00:00,48467192,43,Show HN: Maillune – Embeddable drag-and-drop email editor as a single component,5,0
2026-06-09T23:55:29.125212+00:00,48462184,44,Using Optical Aberrations to Distinguish Real Astronomical Transients,36,2
2026-06-09T23:55:29.125212+00:00,48436672,45,An introduction to functional analysis for science and engineering,113,14
2026-06-09T23:55:29.125212+00:00,48459913,46,"Show HN: Learn from 30 historical figures, open source, nonprofit, self-hosted",33,15
2026-06-09T23:55:29.125212+00:00,48427629,47,Corrupting a ZFS File on Purpose,76,19
2026-06-09T23:55:29.125212+00:00,48467865,48,"Claude Fable 5 will sabotage ""frontier LLM research"" tasks",16,4
2026-06-09T23:55:29.125212+00:00,48465269,49,GPT-2: Too Dangerous To Release (2019),249,96
2026-06-09T23:55:29.125212+00:00,48456245,50,Porting the ThinkPad X61 to Coreboot,163,50
2026-06-10T12:43:14.795842+00:00,48472877,1,Mercedes‑Benz starts large‑scale production of electric axial flux motor,210,94
2026-06-10T12:43:14.795842+00:00,48469658,2,macOS Container Machines,887,320
2026-06-10T12:43:14.795842+00:00,48463808,3,Claude Fable 5,2341,1824
2026-06-10T12:43:14.795842+00:00,48442932,4,"Buy a train, bridge or tracks from the Swiss Railway",20,8
2026-06-10T12:43:14.795842+00:00,48451789,5,Hacking for Defense Stanford 2026 – Lessons Learned Presentations,25,7
2026-06-10T12:43:14.795842+00:00,48443644,6,Reviving Papers with Code,80,17
2026-06-10T12:43:14.795842+00:00,48473166,7,AWS Bedrock to require sharing data with Anthropic for Mythos and future models,166,99
2026-06-10T12:43:14.795842+00:00,48473662,8,Port React Compiler to Rust,90,63
2026-06-10T12:43:14.795842+00:00,48467705,9,Upcoming breaking changes for npm v12,409,162
2026-06-10T12:43:14.795842+00:00,48475100,10,"All 9,300 Japanese train station, animated by the year it opened (1872–2026)",7,0
2026-06-10T12:43:14.795842+00:00,48473845,11,Show HN: macOS menu bar gauges for your Claude Code quota,13,12
2026-06-10T12:43:14.795842+00:00,48470581,12,Rich Sutton on AI creativity and discovery,151,77
2026-06-10T12:43:14.795842+00:00,48470248,13,German ruling declares Google liable for false answers in AI Overviews,693,387
2026-06-10T12:43:14.795842+00:00,48433525,14,Magnetoelectric antennas could transform how underwater robots talk,23,11
2026-06-10T12:43:14.795842+00:00,48468766,15,RIP software hackathons. Long live the hardware hackathon,209,98
2026-06-10T12:43:14.795842+00:00,48466277,16,Ultrafast machine learning on FPGAs via Kolmogorov-Arnold Networks,245,35
2026-06-10T12:43:14.795842+00:00,48468370,17,"Surprise, Pay $1000",219,83
2026-06-10T12:43:14.795842+00:00,48464140,18,What it feels like to work with Mythos,308,266
2026-06-10T12:43:14.795842+00:00,48431213,19,The oldest surviving animated feature film at 100,122,21
2026-06-10T12:43:14.795842+00:00,48411102,20,I Thought I Knew How Electrolysis Worked [video],54,4
2026-06-10T12:43:14.795842+00:00,48427468,21,More Molly Guards,147,18
2026-06-10T12:43:14.795842+00:00,48421858,22,OpenCV 5 Is Here: The Biggest Leap in Years for Computer Vision,782,140
2026-06-10T12:43:14.795842+00:00,48443322,23,Premature Optimization Is Fun Sometimes,52,11
2026-06-10T12:43:14.795842+00:00,48467896,24,"If Claude Fable stops helping you, you'll never know",886,435
2026-06-10T12:43:14.795842+00:00,48445834,25,Lies we tell ourselves about email addresses,136,134
2026-06-10T12:43:14.795842+00:00,48465675,26,CEOs who think AI replaces their employees are just bad CEOs,734,266
2026-06-10T12:43:14.795842+00:00,48471048,27,Vibe coding my way to a healthy family: Introducing Gamow Labs,157,85
2026-06-10T12:43:14.795842+00:00,48466812,28,Grit: Rewriting Git in Rust with agents,158,236
2026-06-10T12:43:14.795842+00:00,48459659,29,Test-case reducers are underappreciated debugging tools,135,16
2026-06-10T12:43:14.795842+00:00,48459294,30,Making Graphics Like it's 1993,888,148
2026-06-10T12:43:14.795842+00:00,48451966,31,A giant star may have destroyed itself in one of the rarest explosions,194,35
2026-06-10T12:43:14.795842+00:00,48461226,32,WWDC 2026: Apple is Folding,242,254
2026-06-10T12:43:14.795842+00:00,48463273,33,Launch HN: Transload (YC P26) – Measuring freight items with CCTV,50,16
2026-06-10T12:43:14.795842+00:00,48452901,34,Computer Lessons,18,0
2026-06-10T12:43:14.795842+00:00,48459837,35,"Show HN: Gravity – Interactive solar-system simulator, from Newton to Einstein",188,45
2026-06-10T12:43:14.795842+00:00,48467759,36,Exif Smuggling (2025),93,25
2026-06-10T12:43:14.795842+00:00,48460863,37,Is Grep All You Need? How Agent Harnesses Reshape Agentic Search,152,61
2026-06-10T12:43:14.795842+00:00,48462308,38,FCC wants to kill burner phones by forcing telecoms to get all customers' IDs,539,348
2026-06-10T12:43:14.795842+00:00,48471153,39,Initial impressions of Claude Fable 5,15,2
2026-06-10T12:43:14.795842+00:00,48457830,40,Microsoft's open source tools were hacked to steal passwords of AI developers,542,186
2026-06-10T12:43:14.795842+00:00,48435943,41,Show HN: GentleOS – A pair of hobby OSes for vintage 32-bit and 16-bit PCs,114,98
2026-06-10T12:43:14.795842+00:00,48459001,42,The iPhone's Last Stand?,180,221
2026-06-10T12:43:14.795842+00:00,48444654,43,Value Numbering,29,0
2026-06-10T12:43:14.795842+00:00,48464330,45,The LD_DEBUG environment variable (2012),76,8
2026-06-10T12:43:14.795842+00:00,48463024,46,Apple decided not to roll out Siri in EU after denied request for exemption,404,651
2026-06-10T12:43:14.795842+00:00,48471970,47,"Google Chrome is killing all uBlock Origin bypasses, Edge, Opera to follow",278,232
2026-06-10T12:43:14.795842+00:00,48469347,48,It's death,179,62
2026-06-10T12:43:14.795842+00:00,48453275,49,Let's Encrypt bans certificate usage in any US sanctioned territory [pdf],420,349
2026-06-10T12:43:14.795842+00:00,48458257,50,Forever Young: how one molecule can lock plants in a youthful state (2025),135,76
2026-06-10T21:31:09.512088+00:00,48480978,1,πFS,196,57
2026-06-10T21:31:09.512088+00:00,48479705,2,How JPL keeps the 13-year-old Curiosity rover doing science,112,18
2026-06-10T21:31:09.512088+00:00,48477135,3,"I'm Eric Ries, author of ""The Lean Startup"" and new book ""Incorruptible"" – AMA",427,359
2026-06-10T21:31:09.512088+00:00,48476466,4,PgDog is funded and coming to a database near you,326,166
2026-06-10T21:31:09.512088+00:00,48482293,5,What Is It Like to Be a Bat? [pdf] (1974),20,13
2026-06-10T21:31:09.512088+00:00,48456808,6,L'Affaire Siloxane,86,15
2026-06-10T21:31:09.512088+00:00,48481126,7,"Farmer donates land for a park, city sells it for $10M as data center land",156,22
2026-06-10T21:31:09.512088+00:00,48479852,8,GeoLibre 1.0,67,5
2026-06-10T21:31:09.512088+00:00,48478148,9,Show HN: HelixDB – A graph database built on object storage,68,28
2026-06-10T21:31:09.512088+00:00,48477851,10,Authentication issues related to API requests,144,25
2026-06-10T21:31:09.512088+00:00,48480852,11,"Anthropic's Model Naming, Extrapolated",205,52
2026-06-10T21:31:09.512088+00:00,48472877,12,Mercedes‑Benz starts large‑scale production of electric axial flux motor,480,296
2026-06-10T21:31:09.512088+00:00,48475483,13,Building an HTML-first site doubled our users overnight,910,412
2026-06-10T21:31:09.512088+00:00,48479452,14,"Claude Desktop spawns 1.8 GB Hyper-V VM on every launch, even for chat-only use",267,180
2026-06-10T21:31:09.512088+00:00,48478469,15,Show HN: Extend UI – open-source UI kit for modern document apps,79,16
2026-06-10T21:31:09.512088+00:00,48477400,16,Apache Burr: Build reliable AI agents and applications,142,81
2026-06-10T21:31:09.512088+00:00,48471805,17,"Show HN: Artie – Real-time data replication to your warehouse, now self-serve",12,5
2026-06-10T21:31:09.512088+00:00,48481857,18,"Raspberry Pi 5 – 16 GB, $350",74,84
2026-06-10T21:31:09.512088+00:00,48475100,19,"All 9,300 Japanese train station, animated by the year it opened (1872–2026)",168,59
2026-06-10T21:31:09.512088+00:00,48460286,20,Show HN: Atlasphere – Live Infrastructure Diagrams,9,2
2026-06-10T21:31:09.512088+00:00,48464484,21,Who's the Smartest Corvid?,47,38
2026-06-10T21:31:09.512088+00:00,48470578,22,Smudging the game disc to make speedrunning 'SpongeBob' faster,48,29
2026-06-10T21:31:09.512088+00:00,48479947,23,Why SpaceX 2040 Revenue FCST $4.3T in highly unlikely,157,141
2026-06-10T21:31:09.512088+00:00,48476136,24,A €0.01 bank transfer could compromise a banking AI agent,145,120
2026-06-10T21:31:09.512088+00:00,48478471,25,DiffusionGemma: 4x Faster Text Generation,233,51
2026-06-10T21:31:09.512088+00:00,48481524,26,The Abundance Illusion,50,19
2026-06-10T21:31:09.512088+00:00,48444136,27,Pick and Place: Carbon Nanotube Nanoassembly Process,10,2
2026-06-10T21:31:09.512088+00:00,48442932,28,"Buy a train, bridge or tracks from the Swiss Railway",157,86
2026-06-10T21:31:09.512088+00:00,48479537,29,Meta steals a tactic from Tesla and builds data centers in tents,73,78
2026-06-10T21:31:09.512088+00:00,48447378,30,"'They take you out of life, out of time': a journey into Spain's cave paintings",55,25
2026-06-10T21:31:09.512088+00:00,48445702,31,Who Runs Your Rust Future? Hands-On Intro to Async Rust,88,17
2026-06-10T21:31:09.512088+00:00,48469658,32,macOS Container Machines,1168,412
2026-06-10T21:31:09.512088+00:00,48443644,33,Reviving Papers with Code,181,45
2026-06-10T21:31:09.512088+00:00,48463808,34,Claude Fable 5,2537,2061
2026-06-10T21:31:09.512088+00:00,48477589,35,The iPad was on Tailscale: a WebRTC debugging story,55,26
2026-06-10T21:31:09.512088+00:00,48479996,36,The Dynamo and the Computer: The Modern Productivity Paradox (1989) [pdf],22,3
2026-06-10T21:31:09.512088+00:00,48478285,37,"The Last Evolution, by John W Campbell Jr. (1932)",22,3
2026-06-10T21:31:09.512088+00:00,48473166,38,AWS Bedrock to require sharing data with Anthropic for Mythos and future models,378,220
2026-06-10T21:31:09.512088+00:00,48475871,39,Ask HN: Are most corporate SWE jobs performative?,183,212
2026-06-10T21:31:09.512088+00:00,48468370,40,"Surprise, pay $1000",343,188
2026-06-10T21:31:09.512088+00:00,48468766,41,RIP software hackathons. Long live the hardware hackathon,270,134
2026-06-10T21:31:09.512088+00:00,48480040,42,Speed Is a Signal: When Faster Replies Increase Hiring Likelihood,9,0
2026-06-10T21:31:09.512088+00:00,48470248,43,German ruling declares Google liable for false answers in AI Overviews,945,504
2026-06-10T21:31:09.512088+00:00,48478766,44,Babel-USB: USB drive with every file,18,8
2026-06-10T21:31:09.512088+00:00,48470581,45,Rich Sutton on AI creativity and discovery,194,109
2026-06-10T21:31:09.512088+00:00,48482124,46,"American capitalism is run by millionaires, not billionaires",8,3
2026-06-10T21:31:09.512088+00:00,48471970,47,Chrome is looking to permanently drop MV2 extension,374,375
2026-06-10T21:31:09.512088+00:00,48433525,48,Magnetoelectric antennas could transform how underwater robots talk,70,27
2026-06-10T21:31:09.512088+00:00,48421858,49,OpenCV 5 Is Here: The Biggest Leap in Years for Computer Vision,817,144
2026-06-10T21:31:09.512088+00:00,48479177,50,The Case for Free Online Books (2014),82,76
2026-06-11T12:33:55.110238+00:00,48487029,1,Pokémon Go Scans Trained the Navigation Tech for Military Drones,391,167
2026-06-11T12:33:55.110238+00:00,48489402,2,Lines of Code Got a Better Publicist,4,0
2026-06-11T12:33:55.110238+00:00,48484584,3,AI agent runs amok in Fedora and elsewhere,449,202
2026-06-11T12:33:55.110238+00:00,48461635,4,Build a Basic AI Agent from Scratch: Long Task Planning,51,13
2026-06-11T12:33:55.110238+00:00,48487897,5,Web Browsers on Video Game Consoles,59,36
2026-06-11T12:33:55.110238+00:00,48478969,6,Cybersecurity researchers aren't happy about the guardrails on Anthropic's Fable,486,427
2026-06-11T12:33:55.110238+00:00,48480978,7,πFS,818,189
2026-06-11T12:33:55.110238+00:00,48464258,8,Anthropic requires 30 day data retention for Fable and Mythos,483,248
2026-06-11T12:33:55.110238+00:00,48488553,9,"HTML is a native image format, hear me out",24,38
2026-06-11T12:33:55.110238+00:00,48458895,10,Linux latency measurements and compositor tuning,68,9
2026-06-11T12:33:55.110238+00:00,48489004,11,BYD is bringing its 5-min 'Flash' electric car charging to Canada,29,2
2026-06-11T12:33:55.110238+00:00,48455145,12,Starfish by Peter Watts (1999),75,24
2026-06-11T12:33:55.110238+00:00,48448386,13,The Life and Works of Raoul Bott,11,1
2026-06-11T12:33:55.110238+00:00,48477135,14,"I'm Eric Ries, author of ""The Lean Startup"" and new book ""Incorruptible"" – AMA",701,501
2026-06-11T12:33:55.110238+00:00,48433777,15,Reverse engineering the Creative Katana soundbar to control it from Linux,92,5
2026-06-11T12:33:55.110238+00:00,48483387,16,Sequoyah’s syllabary created a written language for the Cherokee,166,97
2026-06-11T12:33:55.110238+00:00,48444841,17,Making a Shading Language for My Offline Renderer,25,2
2026-06-11T12:33:55.110238+00:00,48476466,18,PgDog is funded and coming to a database near you,491,231
2026-06-11T12:33:55.110238+00:00,48479705,19,How JPL keeps the 13-year-old Curiosity rover doing science,246,72
2026-06-11T12:33:55.110238+00:00,48488901,20,Human migration has surged since 2000 – these maps reveal where people are going,23,9
2026-06-11T12:33:55.110238+00:00,48479852,21,GeoLibre 1.0,263,22
2026-06-11T12:33:55.110238+00:00,48487435,22,"Sweet Jeebus, macOS 27 Golden Gate Removes the Dumb Icons from Menu Items",127,46
2026-06-11T12:33:55.110238+00:00,48456808,23,L'Affaire Siloxane,243,41
2026-06-11T12:33:55.110238+00:00,48461442,24,Symbolicating a minified stack trace by hand: why source maps can't do it alone,4,0
2026-06-11T12:33:55.110238+00:00,48470748,25,Vacuum-Form Signage,74,11
2026-06-11T12:33:55.110238+00:00,48450024,26,Klondike Solitaire game for curses in 5k of C,83,15
2026-06-11T12:33:55.110238+00:00,48478469,27,Show HN: Extend UI – open-source UI kit for modern document apps,221,58
2026-06-11T12:33:55.110238+00:00,48464484,28,Who's the smartest corvid?,124,112
2026-06-11T12:33:55.110238+00:00,48446532,29,World Capitals Voronoi,101,54
2026-06-11T12:33:55.110238+00:00,48475483,30,Building an HTML-first site doubled our users overnight,1173,526
2026-06-11T12:33:55.110238+00:00,48477400,31,Apache Burr: Build reliable AI agents and applications,230,110
2026-06-11T12:33:55.110238+00:00,48459678,32,CSS: Unavoidable Bad Parts,97,54
2026-06-11T12:33:55.110238+00:00,48482293,33,What is it like to be a bat? (1974) [pdf],100,107
2026-06-11T12:33:55.110238+00:00,48481857,34,Raspberry Pi 5 – 16GB RAM,280,292
2026-06-11T12:33:55.110238+00:00,48478148,35,Show HN: HelixDB – A graph database built on object storage,138,36
2026-06-11T12:33:55.110238+00:00,48475100,36,"All 9,300 Japanese train station, animated by the year it opened (1872–2026)",246,79
2026-06-11T12:33:55.110238+00:00,48463808,37,Claude Fable 5,2571,2111
2026-06-11T12:33:55.110238+00:00,48469658,38,macOS Container Machines,1225,426
2026-06-11T12:33:55.110238+00:00,48476136,39,A €0.01 bank transfer could compromise a banking AI agent,192,181
2026-06-11T12:33:55.110238+00:00,48479452,40,"Claude Desktop spawns 1.8 GB Hyper-V VM on every launch, even for chat-only use",407,287
2026-06-11T12:33:55.110238+00:00,48462066,41,The Conductor Rewrite: What They Changed to Make It Fast,10,4
2026-06-11T12:33:55.110238+00:00,48487540,42,"Why AI hasn't replaced software engineers, and won't",72,92
2026-06-11T12:33:55.110238+00:00,48477851,43,Authentication issues related to API requests,161,32
2026-06-11T12:33:55.110238+00:00,48485160,44,Are insecure code completions in PyCharm a vulnerability?,37,15
2026-06-11T12:33:55.110238+00:00,48470578,45,Smudging the game disc to make speedrunning 'SpongeBob' faster,89,57
2026-06-11T12:33:55.110238+00:00,48421858,46,OpenCV 5 Is Here: The Biggest Leap in Years for Computer Vision,834,147
2026-06-11T12:33:55.110238+00:00,48484282,47,Deficient executive control in transformer attention,35,11
2026-06-11T12:33:55.110238+00:00,48442932,48,"Buy a train, bridge or tracks from the Swiss Railway",176,104
2026-06-11T12:33:55.110238+00:00,48476474,49,Notes on DeepSeek,184,125
2026-06-11T12:33:55.110238+00:00,48472877,50,Mercedes‑Benz starts large‑scale production of electric axial flux motor,532,337
2026-06-11T21:32:26.598159+00:00,48490024,1,Show HN: Homebrew 6.0.0,738,181
2026-06-11T21:32:26.598159+00:00,48495575,2,Shall we play a game? – LLMs use tactical nukes in 95% of simulations,48,33
2026-06-11T21:32:26.598159+00:00,48490826,3,MiMo Code is now released and open-source,369,201
2026-06-11T21:32:26.598159+00:00,48491830,4,Petition to Withdraw Canada's Bill C-22,273,96
2026-06-11T21:32:26.598159+00:00,48447598,5,Ear Training Practice Exercises,80,52
2026-06-11T21:32:26.598159+00:00,48492215,6,The RCE that AMD wouldn't fix,176,67
2026-06-11T21:32:26.598159+00:00,48495818,7,I stopped tracking my time. Now I can't focus,26,21
2026-06-11T21:32:26.598159+00:00,48474274,8,Emacs appearances in pop culture,185,31
2026-06-11T21:32:26.598159+00:00,48495751,9,"Travel Locally, Where You Are",38,20
2026-06-11T21:32:26.598159+00:00,48492304,10,Waymo Premier,119,285
2026-06-11T21:32:26.598159+00:00,48452001,11,Developer gets Half-Life running at 30 FPS on a Nokia N95,164,43
2026-06-11T21:32:26.598159+00:00,48462070,12,macOS 27 Beta breaks the ability to boot Asahi Linux,175,77
2026-06-11T21:32:26.598159+00:00,48492533,13,Software Is Made Between Commits,157,106
