captured_at,story_id,rank,title,score,comments
2026-06-12T16:51:42.095752+00:00,48496539,44,"Show HN: FablePool – pool money behind a prompt, and Fable builds it in public",490,256
2026-06-12T16:51:42.095752+00:00,48504731,45,Facebook and Messenger Hit by Global Outage,19,2
2026-06-12T16:51:42.095752+00:00,48493564,46,Apple didn't revolutionize power supplies; new transistors did (2012),148,23
2026-06-12T16:51:42.095752+00:00,48504220,47,"The tanks in Cushing, Oklahoma, are hitting bottom",23,4
2026-06-12T16:51:42.095752+00:00,48492304,48,Waymo Premier,199,489
2026-06-12T16:51:42.095752+00:00,48506073,49,Appeals court upholds FTX co-founder Sam Bankman-Fried's fraud conviction,4,0
2026-06-12T16:51:42.095752+00:00,48500404,50,Digital Sovereignty Becomes an Imperative as the US Reads Dutch Emails,199,200
2026-06-12T19:14:46.772729+00:00,48505231,1,"CRISPR tech selectively shreds cancer cells, including ""undruggable"" cancers",360,91
2026-06-12T19:14:46.772729+00:00,48507282,2,I Am Not a Reverse Centaur,81,36
2026-06-12T19:14:46.772729+00:00,48507020,3,How to Setup a Local Coding Agent on macOS,53,17
2026-06-12T19:14:46.772729+00:00,48506659,4,"Pirates, a naval warfare game inspired by Sid Meier's Pirates",54,23
2026-06-12T19:14:46.772729+00:00,48506209,5,A PDF that changes based on how its read,69,30
2026-06-12T19:14:46.772729+00:00,48504912,6,Slightly reducing the sloppiness of AI generated front end,119,77
2026-06-12T19:14:46.772729+00:00,48495928,7,Malware developers added nuclear and biological weapons text to to their spyware,113,81
2026-06-12T19:14:46.772729+00:00,48506372,8,Looking Forward to Postgres 19: It's About Time,58,17
2026-06-12T19:14:46.772729+00:00,48504543,9,A dumpster arrived behind my university's library,115,90
2026-06-12T19:14:46.772729+00:00,48506545,10,Launch HN: BitBoard (YC P25) – Analytics Workspace for Agents,16,5
2026-06-12T19:14:46.772729+00:00,48505452,11,Where Did Earth Get Its Oceans? Maybe It Made Them Itself,66,42
2026-06-12T19:14:46.772729+00:00,48493512,12,There Is Life Before Main in Rust,31,8
2026-06-12T19:14:46.772729+00:00,48506616,13,"Law Enforcement's ""Warrior"" Problem (2015)",27,17
2026-06-12T19:14:46.772729+00:00,48500012,14,AI agent bankrupted their operator while trying to scan DN42,1306,475
2026-06-12T19:14:46.772729+00:00,48507571,15,Cosmodial Sky Atlas,8,1
2026-06-12T19:14:46.772729+00:00,48504929,16,Introduction to UEFI HTTP(s) Boot with QEMU/OVMF,35,8
2026-06-12T19:14:46.772729+00:00,48507836,17,A Peter Thiel-Backed Tribunal Is Putting Journalists on Trial,23,2
2026-06-12T19:14:46.772729+00:00,48505561,19,Keygen.music,99,60
2026-06-12T19:14:46.772729+00:00,48503014,20,Maxproof,110,8
2026-06-12T19:14:46.772729+00:00,48504697,21,A Call to Action: Stop the FCC's KYC Regime,269,173
2026-06-12T19:14:46.772729+00:00,48507783,22,I Won't Buy You a Coffee,30,26
2026-06-12T19:14:46.772729+00:00,48504063,23,WASI 0.3,193,80
2026-06-12T19:14:46.772729+00:00,48505364,24,Show HN: StackScope – I crawled over 40k indie launches to see what they ship,27,7
2026-06-12T19:14:46.772729+00:00,48497609,25,"If you are asking for human attention, demonstrate human effort",1385,440
2026-06-12T19:14:46.772729+00:00,48507278,26,"""Don't You Just Upload It to ChatGPT?""",83,81
2026-06-12T19:14:46.772729+00:00,48468852,27,How we made hit video game Prince of Persia,247,96
2026-06-12T19:14:46.772729+00:00,48506324,28,New privacy frontier: Europe eyes crackdown on smart glasses,45,27
2026-06-12T19:14:46.772729+00:00,48503219,29,Encrypted Spaces An architecture for collaborative applications,45,5
2026-06-12T19:14:46.772729+00:00,48505161,30,Show HN: Script to bulk delete Claude chats from the web UI,41,12
2026-06-12T19:14:46.772729+00:00,48502347,31,Kimi K2.7-Code: open-source coding model with better token efficiency,345,188
2026-06-12T19:14:46.772729+00:00,48497576,32,A jacket that harvests drinking water from the air,140,90
2026-06-12T19:14:46.772729+00:00,48498385,33,Nobody ever gets credit for fixing problems that never happened (2001) [pdf],695,231
2026-06-12T19:14:46.772729+00:00,48500447,34,AUR packages compromised with Infostealer and Rootkit,242,178
2026-06-12T19:14:46.772729+00:00,48427421,35,Vinyl succumbs to Loudness War: more than just collateral damage (2025),135,212
2026-06-12T19:14:46.772729+00:00,48505690,36,"Euro-Office, open standards, and native ODF",58,5
2026-06-12T19:14:46.772729+00:00,48487829,37,Making a vintage LLM from scratch,89,23
2026-06-12T19:14:46.772729+00:00,48506073,38,Appeals court upholds FTX co-founder Sam Bankman-Fried's fraud conviction,31,4
2026-06-12T19:14:46.772729+00:00,48502601,39,Ryanair dark UX patterns summer 2026 refresher,223,174
2026-06-12T19:14:46.772729+00:00,48498421,40,Removing 'um' from a recording is harder than it sounds,149,72
2026-06-12T19:14:46.772729+00:00,48490024,41,Show HN: Homebrew 6.0.0,1388,328
2026-06-12T19:14:46.772729+00:00,48505930,42,The World Has Moved On,40,1
2026-06-12T19:14:46.772729+00:00,48506164,43,A real-ephemeris 3D universe explorer in the browser,4,0
2026-06-12T19:14:46.772729+00:00,48505435,44,You can power on a Mac remotely,6,0
2026-06-12T19:14:46.772729+00:00,48507024,45,FDA Approves New Sunscreen Ingredient (Bemotrizinol) Used in EU/Asia for Years,10,4
2026-06-12T19:14:46.772729+00:00,48498573,46,Claude Fable is relentlessly proactive,704,599
2026-06-12T19:14:46.772729+00:00,48446673,47,How Terry Tao became an evangelist for AI in math,160,149
2026-06-12T19:14:46.772729+00:00,48507656,48,Over 900 Arch Linux Packages Infected with infostealers and rootkits,5,1
2026-06-12T19:14:46.772729+00:00,48501012,49,Report on an Unidentified Space Station – J.G. Ballard (1982),103,70
2026-06-12T19:14:46.772729+00:00,48507986,50,EV demand up 50% in France and Germany since Iran war,4,0
2026-06-12T21:57:21.573897+00:00,48505231,1,"CRISPR tech selectively shreds cancer cells, including ""undruggable"" cancers",567,153
2026-06-12T21:57:21.573897+00:00,48507282,2,I Am Not a Reverse Centaur,216,154
2026-06-12T21:57:21.573897+00:00,48508726,3,Swift at Apple: Migrating the TrueType Hinting Interpreter,51,19
2026-06-12T21:57:21.573897+00:00,48507020,4,How to setup a local coding agent on macOS,164,55
2026-06-12T21:57:21.573897+00:00,48495928,5,Malware developers added nuclear and biological weapons text to to their spyware,221,147
2026-06-12T21:57:21.573897+00:00,48509143,6,"Mmorpg World of ClaudeCraft, vibe coded with Fable 5",30,14
2026-06-12T21:57:21.573897+00:00,48506659,7,"Pirates, a naval warfare game inspired by Sid Meier's Pirates",137,63
2026-06-12T21:57:21.573897+00:00,48509182,8,Palantir loses legal challenge against Swiss investigative magazine,59,7
2026-06-12T21:57:21.573897+00:00,48504912,9,Slightly reducing the sloppiness of AI generated front end,146,101
2026-06-12T21:57:21.573897+00:00,48508949,10,Can I Buy Your KV Cache?,11,8
2026-06-12T21:57:21.573897+00:00,48506545,11,Launch HN: BitBoard (YC P25) – Analytics Workspace for Agents,29,15
2026-06-12T21:57:21.573897+00:00,48504929,12,Introduction to UEFI HTTP(s) Boot with QEMU/OVMF,63,20
2026-06-12T21:57:21.573897+00:00,48505452,13,Where Did Earth Get Its Oceans? Maybe It Made Them Itself,89,53
2026-06-12T21:57:21.573897+00:00,48507571,14,Cosmodial Sky Atlas,22,2
2026-06-12T21:57:21.573897+00:00,48507278,15,"""Don't You Just Upload It to ChatGPT?""",206,186
2026-06-12T21:57:21.573897+00:00,48506209,16,A PDF that changes based on how its read,104,56
2026-06-12T21:57:21.573897+00:00,48493512,17,There Is Life Before Main in Rust,60,13
2026-06-12T21:57:21.573897+00:00,48503014,18,Maxproof,123,10
2026-06-12T21:57:21.573897+00:00,48504543,19,A dumpster arrived behind my university's library,143,125
2026-06-12T21:57:21.573897+00:00,48497609,20,"If you are asking for human attention, demonstrate human effort",1450,452
2026-06-12T21:57:21.573897+00:00,48505435,22,You can power on a Mac remotely,35,21
2026-06-12T21:57:21.573897+00:00,48507499,23,Most Beautiful Will Ever Made (1936),15,5
2026-06-12T21:57:21.573897+00:00,48504063,24,WASI 0.3,213,83
2026-06-12T21:57:21.573897+00:00,48505364,25,Show HN: StackScope – I crawled over 40k indie launches to see what they ship,36,12
2026-06-12T21:57:21.573897+00:00,48504697,26,A Call to Action: Stop the FCC's KYC Regime,298,196
2026-06-12T21:57:21.573897+00:00,48507986,27,EV demand up 50% in France and Germany since Iran war,47,12
2026-06-12T21:57:21.573897+00:00,48506372,28,Looking Forward to Postgres 19: It's About Time,121,34
2026-06-12T21:57:21.573897+00:00,48503219,29,Encrypted Spaces An architecture for collaborative applications,56,8
2026-06-12T21:57:21.573897+00:00,48498385,30,Nobody ever gets credit for fixing problems that never happened (2001) [pdf],711,241
2026-06-12T21:57:21.573897+00:00,48502347,31,Kimi K2.7-Code: open-source coding model with better token efficiency,386,208
2026-06-12T21:57:21.573897+00:00,48427421,32,Vinyl succumbs to Loudness War: more than just collateral damage (2025),143,219
2026-06-12T21:57:21.573897+00:00,48505161,33,Show HN: Script to bulk delete Claude chats from the web UI,49,18
2026-06-12T21:57:21.573897+00:00,48500012,34,AI agent bankrupted their operator while trying to scan DN42,1363,496
2026-06-12T21:57:21.573897+00:00,48506616,35,"Law Enforcement's ""Warrior"" Problem (2015)",76,68
2026-06-12T21:57:21.573897+00:00,48487829,36,Making a vintage LLM from scratch,92,27
2026-06-12T21:57:21.573897+00:00,48506324,37,New privacy frontier: Europe eyes crackdown on smart glasses,80,64
2026-06-12T21:57:21.573897+00:00,48498421,38,Removing 'um' from a recording is harder than it sounds,155,76
2026-06-12T21:57:21.573897+00:00,48500447,39,AUR packages compromised with Infostealer and Rootkit,262,194
2026-06-12T21:57:21.573897+00:00,48490024,40,Show HN: Homebrew 6.0.0,1399,331
2026-06-12T21:57:21.573897+00:00,48508824,41,Why the AI Renaissance Keeps Not Arriving,11,3
2026-06-12T21:57:21.573897+00:00,48509395,42,Justice Department Approves Paramount's Acquisition of Warner Bros,6,0
2026-06-12T21:57:21.573897+00:00,48446673,43,How Terry Tao became an evangelist for AI in math,163,154
2026-06-12T21:57:21.573897+00:00,48506164,44,A real-ephemeris 3D universe explorer in the browser,6,1
2026-06-12T21:57:21.573897+00:00,48505690,45,"Euro-Office, open standards, and native ODF",69,5
2026-06-12T21:57:21.573897+00:00,48502601,46,Ryanair dark UX patterns summer 2026 refresher,235,175
2026-06-12T21:57:21.573897+00:00,48505930,47,The World Has Moved On,64,11
2026-06-12T21:57:21.573897+00:00,48498573,48,Claude Fable is relentlessly proactive,718,614
2026-06-12T21:57:21.573897+00:00,48442880,49,Doing nothing at work,432,151
2026-06-12T21:57:21.573897+00:00,48508484,50,Indiana Pi Bill,8,0
2026-06-12T23:40:18.540558+00:00,48510010,1,Renault: Electric motors with no rare earths,69,15
2026-06-12T23:40:18.540558+00:00,48505231,2,"CRISPR tech selectively shreds cancer cells, including ""undruggable"" cancers",652,168
2026-06-12T23:40:18.540558+00:00,48508726,3,Swift at Apple: Migrating the TrueType hinting interpreter,102,44
2026-06-12T23:40:18.540558+00:00,48507020,4,How to setup a local coding agent on macOS,224,68
2026-06-12T23:40:18.540558+00:00,48510046,5,Twenty One Zero-Days in FFmpeg,36,13
2026-06-12T23:40:18.540558+00:00,48495928,6,Malware developers added nuclear and biological weapons text to to their spyware,266,175
2026-06-12T23:40:18.540558+00:00,48510341,7,Show HN: Putt.day a daily mini golf game,17,12
2026-06-12T23:40:18.540558+00:00,48506659,8,"Pirates, a naval warfare game inspired by Sid Meier's Pirates",175,71
2026-06-12T23:40:18.540558+00:00,48484496,9,H.R. 6028 would fundamentally change the U.S. Copyright Office,77,11
2026-06-12T23:40:18.540558+00:00,48509182,10,Palantir loses legal challenge against Swiss investigative magazine,138,22
2026-06-12T23:40:18.540558+00:00,48507278,11,"""Don't You Just Upload It to ChatGPT?""",273,226
2026-06-12T23:40:18.540558+00:00,48504912,12,Slightly reducing the sloppiness of AI generated front end,156,107
2026-06-12T23:40:18.540558+00:00,48506545,13,Launch HN: BitBoard (YC P25) – Analytics Workspace for Agents,33,19
2026-06-12T23:40:18.540558+00:00,48509133,14,"/architect: Reduce Fable tokens by 80%, Fable orchestrates/reviews, Codex builds",17,8
2026-06-12T23:40:18.540558+00:00,48505452,15,Where Did Earth Get Its Oceans? Maybe It Made Them Itself,98,57
2026-06-12T23:40:18.540558+00:00,48504929,16,Introduction to UEFI HTTP(s) Boot with QEMU/OVMF,69,25
2026-06-12T23:40:18.540558+00:00,48477001,17,Show HN: Turn your name into a tree in an infinite procedural shanshui landscape,10,2
2026-06-12T23:40:18.540558+00:00,48506209,18,Adaptive PDFs,112,59
2026-06-12T23:40:18.540558+00:00,48497609,19,"If you are asking for human attention, demonstrate human effort",1480,457
2026-06-12T23:40:18.540558+00:00,48503014,20,Maxproof,125,12
2026-06-12T23:40:18.540558+00:00,48507499,21,Most Beautiful Will Ever Made (1936),30,12
2026-06-12T23:40:18.540558+00:00,48493512,22,There Is Life Before Main in Rust,64,17
2026-06-12T23:40:18.540558+00:00,48489519,23,Enhance RAW image processing with Core Image [video],4,1
2026-06-12T23:40:18.540558+00:00,48509844,24,SkillSpector,5,0
2026-06-12T23:40:18.540558+00:00,48507282,25,I Am Not a Reverse Centaur,241,174
2026-06-12T23:40:18.540558+00:00,48508949,27,Can I Buy Your KV Cache?,30,24
2026-06-12T23:40:18.540558+00:00,48504543,28,A dumpster arrived behind my university's library,150,140
2026-06-12T23:40:18.540558+00:00,48505364,29,Show HN: StackScope – I crawled over 40k indie launches to see what they ship,41,13
2026-06-12T23:40:18.540558+00:00,48504063,30,WASI 0.3,224,87
2026-06-12T23:40:18.540558+00:00,48509143,31,"Mmorpg World of ClaudeCraft, vibe coded with Fable 5",79,80
2026-06-12T23:40:18.540558+00:00,48503219,32,Encrypted Spaces: An architecture for collaborative applications,62,9
2026-06-12T23:40:18.540558+00:00,48498385,33,Nobody ever gets credit for fixing problems that never happened (2001) [pdf],720,243
2026-06-12T23:40:18.540558+00:00,48427421,34,Vinyl succumbs to Loudness War: more than just collateral damage (2025),146,223
2026-06-12T23:40:18.540558+00:00,48502347,35,Kimi K2.7-Code: open-source coding model with better token efficiency,394,213
2026-06-12T23:40:18.540558+00:00,48506372,36,Looking Forward to Postgres 19: It's About Time,129,38
2026-06-12T23:40:18.540558+00:00,48504697,37,A Call to Action: Stop the FCC's KYC Regime,306,208
2026-06-12T23:40:18.540558+00:00,48507571,38,Cosmodial Sky Atlas,26,5
2026-06-12T23:40:18.540558+00:00,48510357,39,AMD Stiffs Researcher $10k Bug Bounty,7,0
2026-06-12T23:40:18.540558+00:00,48505435,40,You can power on a Mac remotely,40,27
2026-06-12T23:40:18.540558+00:00,48500012,41,AI agent bankrupted their operator while trying to scan DN42,1377,497
2026-06-12T23:40:18.540558+00:00,48510471,42,I Think They [Anthropic] Are Lying to You [video],5,1
2026-06-12T23:40:18.540558+00:00,48505161,43,Show HN: Script to bulk delete Claude chats from the web UI,50,18
2026-06-12T23:40:18.540558+00:00,48487829,44,Making a vintage LLM from scratch,92,27
2026-06-12T23:40:18.540558+00:00,48490024,45,Show HN: Homebrew 6.0.0,1402,337
2026-06-12T23:40:18.540558+00:00,48498421,46,Removing 'um' from a recording is harder than it sounds,157,77
2026-06-12T23:40:18.540558+00:00,48507986,47,EV demand up 50% in France and Germany since Iran war,96,46
2026-06-12T23:40:18.540558+00:00,48446673,48,How Terry Tao became an evangelist for AI in math,165,155
2026-06-12T23:40:18.540558+00:00,48442880,49,Doing nothing at work,433,152
2026-06-12T23:40:18.540558+00:00,48498573,50,Claude Fable is relentlessly proactive,723,624
